,player,pos,team,opp_home,opp,game,week,day,rush_att,rush_yds,rush_yda,rush_td,rec_tgt,rec,rec_yds,rec_ydr,rec_td,rec_pct,rec_ydtgt,dk_pt,pass_cmp,pass_att,pass_yds,pass_td,pass_int,fmb,team_win,team_score,opp_score
0,Derrick Henry,RB,TEN,1.0,SEA,2,2,Sun,35,182,5.2,3,6,6,55,9.17,0,100.00%,9.17,50.7,0,0,0,0,0,0,1,33,30
1,Aaron Jones,RB,GNB,0.0,DET,2,2,Mon,17,67,3.94,1,6,6,48,8.0,3,100.00%,8.0,41.5,0,0,0,0,0,0,1,35,17
2,James Conner,RB,ARI,1.0,SFO,9,9,Sun,21,96,4.57,2,5,5,77,15.4,1,100.00%,15.4,40.3,0,0,0,0,0,1,1,31,17
3,Derrick Henry,RB,TEN,0.0,BUF,6,6,Mon,20,143,7.15,3,3,2,13,6.5,0,66.70%,4.33,38.6,0,0,0,0,0,0,1,34,31
4,Jonathan Taylor,RB,IND,0.0,NYJ,9,9,Thu,19,172,9.05,2,2,2,28,14.0,0,100.00%,14.0,37.0,0,0,0,0,0,1,1,45,30
5,Alvin Kamara,RB,NOR,1.0,SEA,6,7,Mon,20,51,2.55,0,11,10,128,12.8,1,90.90%,11.64,36.9,0,0,0,0,0,0,1,13,10
6,Jonathan Taylor,RB,IND,1.0,BAL,5,5,Mon,15,53,3.53,1,4,3,116,38.67,1,75.00%,29.0,34.9,0,0,0,0,0,0,0,25,31
7,Cordarrelle Patterson,RB,ATL,0.0,WAS,4,4,Sun,6,34,5.67,0,6,5,82,16.4,3,83.30%,13.67,34.6,0,0,0,0,0,0,0,30,34
8,Derrick Henry,RB,TEN,1.0,JAX,5,5,Sun,29,130,4.48,3,0,0,0,0.0,0,0.00%,0.0,34.0,0,0,0,0,0,0,1,37,19
9,Austin Ekeler,RB,LAC,0.0,CLE,5,5,Sun,17,66,3.88,2,5,5,53,10.6,1,100.00%,10.6,33.9,0,0,0,0,0,2,1,47,42
10,Nick Chubb,RB,CLE,1.0,CIN,9,9,Sun,14,137,9.79,2,2,2,26,13.0,0,100.00%,13.0,33.3,0,0,0,0,0,1,1,41,16
11,Austin Ekeler,RB,LAC,0.0,LVR,4,4,Mon,15,117,7.8,1,5,3,28,9.33,1,60.00%,5.6,32.5,0,0,0,0,0,0,1,28,14
12,Michael Carter,RB,NYJ,0.0,CIN,7,8,Sun,15,77,5.13,1,14,9,95,10.56,0,64.30%,6.79,32.2,0,0,0,0,0,0,1,34,31
13,Myles Gaskin,RB,MIA,1.0,TAM,5,5,Sun,5,25,5.0,0,10,10,74,7.4,2,100.00%,7.4,31.9,0,0,0,0,0,0,0,17,45
14,Jonathan Taylor,RB,IND,0.0,HOU,6,6,Sun,14,145,10.36,2,2,1,13,13.0,0,50.00%,6.5,31.8,0,0,0,0,0,0,1,31,3
15,Najee Harris,RB,PIT,0.0,CIN,3,3,Sun,14,40,2.86,0,19,14,102,7.29,0,73.70%,5.37,31.2,0,0,0,0,0,0,0,10,24
16,Leonard Fournette,RB,TAM,1.0,PHI,6,6,Thu,22,81,3.68,2,6,6,46,7.67,0,100.00%,7.67,30.7,0,0,0,0,0,0,1,28,22
17,Alexander Mattison,RB,MIN,0.0,DET,5,5,Sun,25,113,4.52,0,7,7,40,5.71,1,100.00%,5.71,30.3,0,0,0,0,0,1,1,19,17
18,Saquon Barkley,RB,NYG,1.0,NOR,4,4,Sun,13,52,4.0,1,6,5,74,14.8,1,83.30%,12.33,29.6,0,0,0,0,0,1,1,27,21
19,Alvin Kamara,RB,NOR,1.0,WAS,5,5,Sun,16,71,4.44,1,8,5,51,10.2,1,62.50%,6.38,29.2,0,0,0,0,0,0,1,33,22
20,Derrick Henry,RB,TEN,1.0,NYJ,4,4,Sun,33,157,4.76,1,2,2,20,10.0,0,100.00%,10.0,28.7,0,0,0,0,0,0,0,24,27
21,D'Andre Swift,RB,DET,1.0,LAR,7,7,Sun,13,48,3.69,0,10,8,96,12.0,1,80.00%,9.6,28.4,0,0,0,0,0,0,0,19,28
22,Damien Harris,RB,NWE,0.0,NYJ,7,7,Sun,14,106,7.57,2,2,2,7,3.5,0,100.00%,3.5,28.3,0,0,0,0,0,0,1,54,13
23,Ezekiel Elliott,RB,DAL,0.0,NYG,5,5,Sun,21,110,5.24,1,3,2,2,1.0,1,66.70%,0.67,28.2,0,0,0,0,0,0,1,44,20
24,Joe Mixon,RB,CIN,0.0,CLE,9,9,Sun,13,64,4.92,2,5,5,46,9.2,0,100.00%,9.2,28.0,0,0,0,0,0,0,0,16,41
25,Joe Mixon,RB,CIN,0.0,MIN,1,1,Sun,29,127,4.38,1,4,4,23,5.75,0,100.00%,5.75,28.0,0,0,0,0,0,0,1,27,24
26,D'Ernest Johnson,RB,CLE,0.0,DEN,7,7,Thu,22,146,6.64,1,2,2,22,11.0,0,100.00%,11.0,27.8,0,0,0,0,0,0,1,17,14
27,Christian McCaffrey,RB,CAR,0.0,NYJ,1,1,Sun,21,98,4.67,0,9,9,89,9.89,0,100.00%,9.89,27.7,0,0,0,0,0,0,1,19,14
28,Kareem Hunt,RB,CLE,0.0,CHI,3,3,Sun,10,81,8.1,1,7,6,74,12.33,0,85.70%,10.57,27.5,0,0,0,0,0,0,1,26,6
29,Nick Chubb,RB,CLE,1.0,LAC,5,5,Sun,21,161,7.67,1,1,1,9,9.0,0,100.00%,9.0,27.0,0,0,0,0,0,0,0,42,47
30,Ezekiel Elliott,RB,DAL,0.0,PHI,3,3,Mon,17,95,5.59,2,3,3,21,7.0,0,100.00%,7.0,26.6,0,0,0,0,0,0,1,41,21
31,Joe Mixon,RB,CIN,1.0,DET,6,6,Sun,18,94,5.22,0,6,5,59,11.8,1,83.30%,9.83,26.3,0,0,0,0,0,1,1,34,11
32,Peyton Barber,RB,LVR,0.0,MIA,3,3,Sun,23,111,4.83,1,5,3,31,10.33,0,60.00%,6.2,26.2,0,0,0,0,0,1,1,31,28
33,Alexander Mattison,RB,MIN,0.0,SEA,3,3,Sun,26,112,4.31,0,8,6,59,9.83,0,75.00%,7.38,26.1,0,0,0,0,0,0,1,30,17
34,Tony Pollard,RB,DAL,1.0,LAC,2,2,Sun,13,109,8.38,1,3,3,31,10.33,0,100.00%,10.33,26.0,0,0,0,0,0,0,1,20,17
35,Kareem Hunt,RB,CLE,1.0,LAC,5,5,Sun,12,61,5.08,2,6,5,28,5.6,0,83.30%,4.67,25.9,0,0,0,0,0,0,0,42,47
36,David Montgomery,RB,CHI,0.0,DET,4,4,Sun,23,106,4.61,2,0,0,0,0.0,0,0.00%,0.0,25.6,0,0,0,0,0,0,1,24,14
37,James Robinson,RB,JAX,0.0,ARI,3,3,Sun,15,88,5.87,1,6,6,46,7.67,0,100.00%,7.67,25.4,0,0,0,0,0,1,0,19,31
38,Dalvin Cook,RB,MIN,1.0,CAR,6,6,Sun,29,140,4.83,1,2,2,3,1.5,0,100.00%,1.5,25.3,0,0,0,0,0,1,1,34,28
39,Najee Harris,RB,PIT,0.0,DEN,5,5,Sun,23,122,5.3,1,5,2,20,10.0,0,40.00%,4.0,25.2,0,0,0,0,0,0,1,27,19
40,Joe Mixon,RB,CIN,1.0,NYJ,8,8,Sun,14,33,2.36,1,5,4,58,14.5,1,80.00%,11.6,25.1,0,0,0,0,0,0,0,31,34
41,Jamaal Williams,RB,DET,0.0,SFO,1,1,Sun,9,54,6.0,1,9,8,56,7.0,0,88.90%,6.22,25.0,0,0,0,0,0,0,0,33,41
42,Najee Harris,RB,PIT,0.0,SEA,6,6,Sun,24,81,3.38,0,7,6,46,7.67,1,85.70%,6.57,24.7,0,0,0,0,0,0,1,23,20
43,Darrell Henderson,RB,LAR,1.0,NYG,6,6,Sun,21,78,3.71,1,3,2,29,14.5,1,66.70%,9.67,24.7,0,0,0,0,0,0,1,38,11
44,Christian McCaffrey,RB,CAR,0.0,NOR,2,2,Sun,24,72,3.0,1,6,5,65,13.0,0,83.30%,10.83,24.7,0,0,0,0,0,0,1,26,7
45,James Robinson,RB,JAX,0.0,TEN,5,5,Sun,18,149,8.28,1,1,1,-2,-2.0,0,100.00%,-2.0,24.7,0,0,0,0,0,0,0,19,37
46,Austin Ekeler,RB,LAC,0.0,NWE,7,8,Sun,11,64,5.82,1,10,6,60,10.0,0,60.00%,6.0,24.4,0,0,0,0,0,0,0,24,27
47,D'Andre Swift,RB,DET,0.0,SFO,1,1,Sun,11,39,3.55,0,11,8,65,8.13,1,72.70%,5.91,24.4,0,0,0,0,0,0,0,33,41
48,Aaron Jones,RB,GNB,1.0,ARI,8,8,Thu,15,59,3.93,1,11,7,51,7.29,0,63.60%,4.64,24.0,0,0,0,0,0,0,1,24,21
49,Cordarrelle Patterson,RB,ATL,1.0,TAM,2,2,Sun,7,11,1.57,1,7,5,58,11.6,1,71.40%,8.29,23.9,0,0,0,0,0,1,0,25,48
50,Darrel Williams,RB,KAN,1.0,WAS,6,6,Sun,21,62,2.95,2,4,3,27,9.0,0,75.00%,6.75,23.9,0,0,0,0,0,0,1,31,13
51,Melvin Gordon,RB,DEN,1.0,NYG,1,1,Sun,11,101,9.18,1,3,3,17,5.67,0,100.00%,5.67,23.8,0,0,0,0,0,0,1,27,13
52,D'Andre Swift,RB,DET,0.0,BAL,3,3,Sun,14,47,3.36,1,7,7,60,8.57,0,100.00%,8.57,23.7,0,1,0,0,0,0,0,17,19
53,Jonathan Taylor,RB,IND,1.0,MIA,4,4,Sun,16,103,6.44,1,3,3,11,3.67,0,100.00%,3.67,23.4,0,0,0,0,0,0,1,27,17
54,Ezekiel Elliott,RB,DAL,0.0,CAR,4,4,Sun,20,143,7.15,1,1,0,0,0.0,0,0.00%,0.0,23.3,0,0,0,0,0,0,1,36,28
55,Nick Chubb,RB,CLE,1.0,KAN,1,1,Sun,15,83,5.53,2,2,2,18,9.0,0,100.00%,9.0,23.1,0,0,0,0,0,1,0,29,33
56,Austin Ekeler,RB,LAC,1.0,KAN,3,3,Sun,11,55,5.0,0,6,6,52,8.67,1,100.00%,8.67,22.7,0,0,0,0,0,0,1,30,24
57,Elijah Mitchell,RB,SFO,1.0,CHI,7,8,Sun,18,137,7.61,1,0,0,0,0.0,0,0.00%,0.0,22.7,0,0,0,0,0,0,1,33,22
58,Cordarrelle Patterson,RB,ATL,1.0,NOR,8,9,Sun,9,10,1.11,0,6,6,126,21.0,0,100.00%,21.0,22.6,0,0,0,0,0,1,1,27,25
59,Austin Ekeler,RB,LAC,0.0,DAL,2,2,Sun,9,54,6.0,0,9,9,61,6.78,0,100.00%,6.78,22.5,0,0,0,0,0,0,0,17,20
60,Clyde Edwards-Helaire,RB,KAN,1.0,PHI,4,4,Sun,14,102,7.29,0,3,2,12,6.0,1,66.70%,4.0,22.4,0,0,0,0,0,0,1,42,30
61,Derrick Henry,RB,TEN,0.0,IND,3,3,Sun,28,113,4.04,0,3,3,31,10.33,0,100.00%,10.33,22.4,0,0,0,0,0,0,1,25,16
62,D'Andre Swift,RB,DET,1.0,MIN,5,5,Sun,11,51,4.64,1,6,6,53,8.83,0,100.00%,8.83,22.4,0,0,0,0,0,0,0,17,19
63,Darrell Henderson,RB,LAR,1.0,HOU,8,8,Sun,14,90,6.43,1,2,1,3,3.0,1,50.00%,1.5,22.3,0,0,0,0,0,0,1,38,22
64,Jonathan Taylor,RB,IND,1.0,SFO,7,7,Sun,18,107,5.94,1,3,3,3,1.0,0,100.00%,1.0,22.0,0,0,0,0,0,2,1,30,18
65,David Montgomery,RB,CHI,1.0,LAR,1,1,Sun,16,108,6.75,1,1,1,10,10.0,0,100.00%,10.0,21.8,0,0,0,0,0,0,0,14,34
66,Saquon Barkley,RB,NYG,0.0,ATL,3,3,Sun,16,51,3.19,1,7,6,43,7.17,0,85.70%,6.14,21.4,0,0,0,0,0,0,0,14,17
67,Dalvin Cook,RB,MIN,1.0,CIN,1,1,Sun,20,61,3.05,1,7,6,43,7.17,0,85.70%,6.14,21.4,0,0,0,0,0,1,0,24,27
68,Chuba Hubbard,RB,CAR,0.0,PHI,5,5,Sun,24,101,4.21,0,6,5,33,6.6,0,83.30%,5.5,21.4,0,0,0,0,0,0,0,18,21
69,Kenyan Drake,RB,LVR,1.0,DEN,6,6,Sun,4,34,8.5,1,2,2,39,19.5,1,100.00%,19.5,21.3,0,0,0,0,0,0,1,34,24
70,Khalil Herbert,RB,CHI,1.0,TAM,7,7,Sun,18,100,5.56,0,5,5,33,6.6,0,100.00%,6.6,21.3,0,0,0,0,0,0,0,3,38
71,Antonio Gibson,RB,WAS,0.0,NOR,5,5,Sun,20,60,3.0,2,2,2,12,6.0,0,100.00%,6.0,21.2,0,0,0,0,0,0,0,22,33
72,Jonathan Taylor,RB,IND,0.0,TEN,8,8,Sun,16,70,4.38,1,4,3,52,17.33,0,75.00%,13.0,21.2,0,0,0,0,0,0,0,31,34
73,Najee Harris,RB,PIT,1.0,GNB,4,4,Sun,15,62,4.13,1,7,6,29,4.83,0,85.70%,4.14,21.1,0,0,0,0,0,0,0,17,27
74,Leonard Fournette,RB,TAM,0.0,MIA,5,5,Sun,12,67,5.58,1,5,4,43,10.75,0,80.00%,8.6,21.0,0,0,0,0,0,0,1,45,17
75,Najee Harris,RB,PIT,1.0,CLE,7,8,Sun,26,91,3.5,1,3,3,29,9.67,0,100.00%,9.67,21.0,0,0,0,0,0,0,1,15,10
76,Aaron Jones,RB,GNB,1.0,CHI,6,6,Sun,13,76,5.85,0,4,4,34,8.5,1,100.00%,8.5,21.0,0,0,0,0,0,0,1,24,14
77,Chase Edmonds,RB,ARI,1.0,LAR,4,4,Sun,12,120,10.0,0,5,4,19,4.75,0,80.00%,3.8,20.9,0,0,0,0,0,0,1,37,20
78,Clyde Edwards-Helaire,RB,KAN,0.0,LAC,3,3,Sun,17,100,5.88,0,2,2,9,4.5,1,100.00%,4.5,20.9,0,0,0,0,0,1,0,24,30
79,Kenneth Gainwell,RB,PHI,0.0,KAN,4,4,Sun,3,31,10.33,1,8,6,58,9.67,0,75.00%,7.25,20.9,0,0,0,0,0,0,0,30,42
80,Devontae Booker,RB,NYG,1.0,DAL,5,5,Sun,16,42,2.63,1,4,3,16,5.33,1,75.00%,4.0,20.8,0,0,0,0,0,0,0,20,44
81,Damien Harris,RB,NWE,0.0,DAL,6,6,Sun,18,101,5.61,1,1,1,7,7.0,0,100.00%,7.0,20.8,0,0,0,0,0,0,0,29,35
82,Nyheim Hines,RB,IND,0.0,NYJ,9,9,Thu,6,74,12.33,1,6,4,34,8.5,0,66.70%,5.67,20.8,0,0,0,0,0,0,1,45,30
83,Alvin Kamara,RB,NOR,1.0,NWE,3,3,Sun,24,89,3.71,0,4,3,29,9.67,1,75.00%,7.25,20.8,0,0,0,0,0,0,1,28,13
84,James Conner,RB,ARI,1.0,LAR,4,4,Sun,18,50,2.78,2,2,2,16,8.0,0,100.00%,8.0,20.6,0,0,0,0,0,1,1,37,20
85,James Robinson,RB,JAX,1.0,CIN,4,4,Thu,18,78,4.33,2,2,1,-2,-2.0,0,50.00%,-1.0,20.6,0,0,0,0,0,0,0,21,24
86,Alvin Kamara,RB,NOR,0.0,ATL,8,9,Sun,13,50,3.85,1,7,4,54,13.5,0,57.10%,7.71,20.4,0,0,0,0,0,0,0,25,27
87,J.D. McKissic,RB,WAS,0.0,NYG,2,2,Thu,4,10,2.5,1,6,5,83,16.6,0,83.30%,13.83,20.3,0,0,0,0,0,0,1,30,29
88,Melvin Gordon,RB,DEN,0.0,WAS,8,8,Sun,10,47,4.7,1,3,3,15,5.0,1,100.00%,5.0,20.2,0,0,0,0,0,1,1,17,10
89,Brandon Bolden,RB,NWE,0.0,NYJ,7,7,Sun,2,0,0.0,0,7,6,79,13.17,1,85.70%,11.29,19.9,0,0,0,0,0,0,1,54,13
90,Alex Collins,RB,SEA,1.0,PIT,6,6,Sun,20,101,5.05,1,1,1,-3,-3.0,0,100.00%,-3.0,19.8,0,0,0,0,0,0,0,20,23
91,Dalvin Cook,RB,MIN,1.0,ARI,2,2,Sun,22,131,5.95,0,3,2,17,8.5,0,66.70%,5.67,19.8,0,0,0,0,0,0,0,33,34
92,Elijah Mitchell,RB,SFO,0.0,IND,6,7,Sun,18,107,5.94,1,0,0,0,0.0,0,0.00%,0.0,19.7,0,0,0,0,0,0,0,18,30
93,Ty Johnson,RB,NYJ,0.0,CIN,7,8,Sun,4,15,3.75,0,6,5,71,14.2,1,83.30%,11.83,19.6,0,0,0,0,0,0,1,34,31
94,Elijah Mitchell,RB,SFO,1.0,DET,1,1,Sun,19,104,5.47,1,0,0,0,0.0,0,0.00%,0.0,19.4,0,0,0,0,0,0,1,41,33
95,Khalil Herbert,RB,CHI,0.0,GNB,6,6,Sun,19,97,5.11,1,3,2,15,7.5,0,66.70%,5.0,19.2,0,0,0,0,0,0,0,14,24
96,Najee Harris,RB,PIT,0.0,LVR,2,2,Sun,10,38,3.8,0,5,5,43,8.6,1,100.00%,8.6,19.1,0,0,0,0,0,0,0,17,26
97,James Robinson,RB,JAX,0.0,MIA,6,6,Sun,17,73,4.29,1,4,3,28,9.33,0,75.00%,7.0,19.1,0,0,0,0,0,0,1,23,20
98,J.D. McKissic,RB,WAS,0.0,KAN,6,6,Sun,8,45,5.63,0,10,8,65,8.13,0,80.00%,6.5,19.0,0,0,0,0,0,0,0,13,31
99,Ezekiel Elliott,RB,DAL,1.0,NWE,6,6,Sun,17,69,4.06,0,9,7,50,7.14,0,77.80%,5.56,18.9,0,0,0,0,0,0,1,35,29
100,Nyheim Hines,RB,IND,1.0,TEN,3,3,Sun,6,25,4.17,1,6,5,54,10.8,0,83.30%,9.0,18.9,0,0,0,0,0,0,0,16,25
101,James White,RB,NWE,1.0,NYJ,2,2,Sun,5,20,4.0,1,6,6,45,7.5,0,100.00%,7.5,18.5,0,0,0,0,0,0,1,25,6
102,Cordarrelle Patterson,RB,ATL,0.0,NYJ,5,5,Sun,14,54,3.86,0,9,7,60,8.57,0,77.80%,6.67,18.4,0,1,0,0,0,0,1,27,20
103,Ty'Son Williams,RB,BAL,1.0,LVR,1,1,Mon,9,65,7.22,1,4,3,29,9.67,0,75.00%,7.25,18.4,0,0,0,0,0,0,0,27,33
104,James Conner,RB,ARI,1.0,JAX,3,3,Sun,11,43,3.91,2,1,1,10,10.0,0,100.00%,10.0,18.3,0,0,0,0,0,0,1,31,19
105,Samaje Perine,RB,CIN,0.0,GNB,5,5,Sun,11,59,5.36,0,5,4,24,6.0,1,80.00%,4.8,18.3,0,0,0,0,0,0,0,22,25
106,Dalvin Cook,RB,MIN,1.0,BAL,8,9,Sun,17,110,6.47,0,3,3,12,4.0,0,100.00%,4.0,18.2,0,0,0,0,0,0,0,31,34
107,Cordarrelle Patterson,RB,ATL,0.0,CAR,7,8,Sun,9,35,3.89,0,5,5,37,7.4,1,100.00%,7.4,18.2,0,0,0,0,0,0,0,13,19
108,Alvin Kamara,RB,NOR,0.0,GNB,1,1,Sun,20,83,4.15,0,4,3,8,2.67,1,75.00%,2.0,18.1,0,0,0,0,0,0,1,38,3
109,Zack Moss,RB,BUF,0.0,WAS,3,3,Sun,13,60,4.62,0,3,3,31,10.33,1,100.00%,10.33,18.1,0,0,0,0,0,0,1,43,21
110,Boston Scott,RB,PHI,1.0,DET,8,8,Sun,12,60,5.0,2,1,0,0,0.0,0,0.00%,0.0,18.0,0,0,0,0,0,0,1,44,6
111,AJ Dillon,RB,GNB,1.0,CIN,5,5,Sun,8,30,3.75,0,4,4,49,12.25,1,100.00%,12.25,17.9,0,0,0,0,0,0,1,25,22
112,Aaron Jones,RB,GNB,1.0,CIN,5,5,Sun,14,103,7.36,0,5,4,6,1.5,0,80.00%,1.2,17.9,0,0,0,0,0,0,1,25,22
113,Ezekiel Elliott,RB,DAL,1.0,LAC,2,2,Sun,16,71,4.44,1,2,2,26,13.0,0,100.00%,13.0,17.7,0,0,0,0,0,0,1,20,17
114,Myles Gaskin,RB,MIA,0.0,ATL,7,7,Sun,15,67,4.47,0,4,4,10,2.5,1,100.00%,2.5,17.7,0,0,0,0,0,0,0,28,30
115,Jordan Howard,RB,PHI,1.0,DET,8,8,Sun,12,57,4.75,2,0,0,0,0.0,0,0.00%,0.0,17.7,0,0,0,0,0,0,1,44,6
116,D'Andre Swift,RB,DET,0.0,CIN,6,6,Sun,13,24,1.85,1,7,5,43,8.6,0,71.40%,6.14,17.7,0,0,0,0,0,0,0,11,34
117,Aaron Jones,RB,GNB,1.0,SFO,3,3,Sun,19,82,4.32,1,2,2,14,7.0,0,100.00%,7.0,17.6,0,0,0,0,0,1,1,30,28
118,Jonathan Taylor,RB,IND,0.0,SEA,1,1,Sun,17,56,3.29,0,7,6,60,10.0,0,85.70%,8.57,17.6,0,0,0,0,0,0,0,16,28
119,Devontae Booker,RB,NYG,1.0,KAN,8,8,Mon,15,60,4.0,0,6,5,65,13.0,0,83.30%,10.83,17.5,0,0,0,0,0,0,0,17,20
120,Melvin Gordon,RB,DEN,1.0,DAL,9,9,Sun,21,80,3.81,1,2,2,15,7.5,0,100.00%,7.5,17.5,0,0,0,0,0,0,1,30,16
121,Michael Carter,RB,NYJ,1.0,NWE,6,7,Sun,11,37,3.36,0,9,8,67,8.38,0,88.90%,7.44,17.4,0,0,0,0,0,1,0,13,54
122,Antonio Gibson,RB,WAS,1.0,BUF,3,3,Sun,12,31,2.58,0,2,1,73,73.0,1,50.00%,36.5,17.4,0,0,0,0,0,0,0,21,43
123,J.D. McKissic,RB,WAS,1.0,DEN,8,8,Sun,3,10,3.33,0,8,8,83,10.38,0,100.00%,10.38,17.3,0,0,0,0,0,0,0,10,17
124,Miles Sanders,RB,PHI,1.0,ATL,1,1,Sun,15,74,4.93,0,5,4,39,9.75,0,80.00%,7.8,17.3,0,0,0,0,0,0,1,32,6
125,Darrell Henderson,RB,LAR,1.0,IND,2,2,Sun,13,53,4.08,1,5,3,29,9.67,0,60.00%,5.8,17.2,0,0,0,0,0,0,1,27,24
