,player,pos,team,opp_home,opp,game,week,day,rec_tgt,rec,rec_yds,rec_ydr,rec_td,rec_pct,rec_ydtgt,dk_pt,pass_cmp,pass_att,pass_yds,pass_td,pass_int,rush_att,rush_yds,rush_td,fmb,team_win,team_score,opp_score
401,Ian Thomas,TE,CAR,0.0,NWE,9,9,Sun,2,1,9,9.0,0,50.00%,4.5,1.9,0,0,0,0,0,0,0,0,0,0,6,24
402,Cameron Brate,TE,TAM,0.0,ATL,2,2,Sun,1,1,8,8.0,0,100.00%,8.0,1.8,0,0,0,0,0,0,0,0,0,1,48,25
403,Cethan Carter,TE,MIA,0.0,BUF,2,2,Sun,1,1,8,8.0,0,100.00%,8.0,1.8,0,0,0,0,0,0,0,0,0,0,0,35
404,Cethan Carter,TE,MIA,1.0,JAX,6,6,Sun,1,1,8,8.0,0,100.00%,8.0,1.8,0,0,0,0,0,0,0,0,0,0,20,23
405,Anthony Firkser,TE,TEN,1.0,IND,8,8,Sun,2,1,8,8.0,0,50.00%,4.0,1.8,0,0,0,0,0,0,0,0,0,1,34,31
406,Ryan Griffin,TE,NYJ,0.0,TEN,4,4,Sun,4,1,8,8.0,0,25.00%,2.0,1.8,0,0,0,0,0,0,0,0,0,1,27,24
407,Tyler Higbee,TE,LAR,1.0,IND,2,2,Sun,1,1,8,8.0,0,100.00%,8.0,1.8,0,0,0,0,0,0,0,0,0,1,27,24
408,Juwan Johnson,TE,NOR,1.0,SEA,6,7,Mon,1,1,8,8.0,0,100.00%,8.0,1.8,0,0,0,0,0,0,0,0,0,1,13,10
409,Tyler Kroft,TE,NYJ,0.0,NWE,2,2,Sun,2,1,8,8.0,0,50.00%,4.0,1.8,0,0,0,0,0,0,0,0,0,0,6,25
410,Foster Moreau,TE,LVR,0.0,MIA,3,3,Sun,2,1,8,8.0,0,50.00%,4.0,1.8,0,0,0,0,0,0,0,0,0,1,31,28
411,Adam Shaheen,TE,MIA,1.0,BUF,8,8,Sun,1,1,8,8.0,0,100.00%,8.0,1.8,0,0,0,0,0,0,0,0,0,0,11,26
412,Jonnu Smith,TE,NWE,1.0,CAR,9,9,Sun,2,1,4,4.0,0,50.00%,2.0,1.8,0,0,0,0,0,1,4,0,0,1,24,6
413,Geoff Swaim,TE,TEN,0.0,BUF,6,6,Mon,2,1,8,8.0,0,50.00%,4.0,1.8,0,0,0,0,0,0,0,0,0,1,34,31
414,Geoff Swaim,TE,TEN,0.0,KAN,7,7,Sun,1,1,8,8.0,0,100.00%,8.0,1.8,0,0,0,0,0,0,0,0,0,1,27,3
415,Robert Tonyan,TE,GNB,1.0,CIN,5,5,Sun,2,1,8,8.0,0,50.00%,4.0,1.8,0,0,0,0,0,0,0,0,0,1,25,22
416,Jordan Akins,TE,HOU,1.0,MIA,9,9,Sun,3,2,7,3.5,0,66.70%,2.33,1.7,0,0,0,0,0,0,0,0,1,0,9,17
417,John Bates,TE,WAS,0.0,KAN,6,6,Sun,1,1,7,7.0,0,100.00%,7.0,1.7,0,0,0,0,0,0,0,0,0,0,13,31
418,Zach Ertz,TE,PHI,1.0,CAR,5,5,Sun,6,1,7,7.0,0,16.70%,1.17,1.7,0,0,0,0,0,0,0,0,0,1,21,18
419,Luke Farrell,TE,JAX,1.0,CIN,4,4,Thu,1,1,7,7.0,0,100.00%,7.0,1.7,0,0,0,0,0,0,0,0,0,0,21,24
420,Anthony Firkser,TE,TEN,1.0,LAR,9,9,Sun,1,1,7,7.0,0,100.00%,7.0,1.7,0,0,0,0,0,0,0,0,0,1,28,16
421,Ryan Griffin,TE,NYJ,0.0,CIN,7,8,Sun,1,1,7,7.0,0,100.00%,7.0,1.7,0,0,0,0,0,0,0,0,0,1,34,31
422,Chris Herndon,TE,MIN,0.0,DAL,7,8,Sun,1,1,7,7.0,0,100.00%,7.0,1.7,0,0,0,0,0,0,0,0,0,0,16,20
423,Marcedes Lewis,TE,GNB,0.0,PIT,4,4,Sun,2,1,7,7.0,0,50.00%,3.5,1.7,0,0,0,0,0,0,0,0,0,1,27,17
424,Chris Manhertz,TE,JAX,1.0,CIN,4,4,Thu,1,1,7,7.0,0,100.00%,7.0,1.7,0,0,0,0,0,0,0,0,0,0,21,24
425,MyCole Pruitt,TE,TEN,0.0,IND,3,3,Sun,1,1,7,7.0,0,100.00%,7.0,1.7,0,0,0,0,0,0,0,0,0,1,25,16
426,Eric Saubert,TE,DEN,1.0,NYG,1,1,Sun,2,1,7,7.0,0,50.00%,3.5,1.7,0,0,0,0,0,0,0,0,0,1,27,13
427,Eric Saubert,TE,DEN,1.0,JAX,2,2,Sun,1,1,7,7.0,0,100.00%,7.0,1.7,0,0,0,0,0,0,0,0,0,1,23,13
428,Lee Smith,TE,ATL,1.0,MIA,6,7,Sun,2,1,7,7.0,0,50.00%,3.5,1.7,0,0,0,0,0,0,0,0,0,1,30,28
429,Luke Stocker,TE,MIN,0.0,DAL,7,8,Sun,1,1,7,7.0,0,100.00%,7.0,1.7,0,0,0,0,0,0,0,0,0,0,16,20
430,Ian Thomas,TE,CAR,0.0,NOR,2,2,Sun,2,1,7,7.0,0,50.00%,3.5,1.7,0,0,0,0,0,0,0,0,0,1,26,7
431,Eric Tomlinson,TE,BAL,0.0,MIN,8,9,Sun,1,1,7,7.0,0,100.00%,7.0,1.7,0,0,0,0,0,0,0,0,0,1,34,31
432,Charlie Woerner,TE,SFO,1.0,CHI,7,8,Sun,2,1,7,7.0,0,50.00%,3.5,1.7,0,0,0,0,0,0,0,0,0,1,33,22
433,Blake Bell,TE,KAN,0.0,LAC,3,3,Sun,1,1,6,6.0,0,100.00%,6.0,1.6,0,0,0,0,0,0,0,0,0,0,24,30
434,Pharaoh Brown,TE,HOU,1.0,BUF,4,4,Sun,2,1,6,6.0,0,50.00%,3.0,1.6,0,0,0,0,0,0,0,0,0,0,0,40
435,Zach Ertz,TE,PHI,0.0,SFO,2,2,Sun,2,1,6,6.0,0,50.00%,3.0,1.6,0,0,0,0,0,0,0,0,0,0,11,17
436,Luke Farrell,TE,JAX,0.0,DEN,2,2,Sun,2,1,6,6.0,0,50.00%,3.0,1.6,0,0,0,0,0,0,0,0,0,0,13,23
437,Darren Fells,TE,DET,1.0,LAR,7,7,Sun,1,1,6,6.0,0,100.00%,6.0,1.6,0,0,0,0,0,0,0,0,0,0,19,28
438,Hayden Hurst,TE,ATL,1.0,TAM,2,2,Sun,1,1,6,6.0,0,100.00%,6.0,1.6,0,0,0,0,0,0,0,0,0,0,25,48
439,Cole Kmet,TE,CHI,0.0,DET,4,4,Sun,3,1,6,6.0,0,33.30%,2.0,1.6,0,0,0,0,0,0,0,0,0,1,24,14
440,David Njoku,TE,CLE,0.0,ARI,6,6,Sun,2,1,6,6.0,0,50.00%,3.0,1.6,0,0,0,0,0,0,0,0,0,0,14,37
441,Albert Okwuegbunam,TE,DEN,0.0,NYJ,3,3,Sun,1,1,6,6.0,0,100.00%,6.0,1.6,0,0,0,0,0,0,0,0,0,1,26,0
442,Josh Oliver,TE,BAL,1.0,DET,3,3,Sun,1,1,6,6.0,0,100.00%,6.0,1.6,0,0,0,0,0,0,0,0,0,1,19,17
443,Eric Saubert,TE,DEN,1.0,DAL,9,9,Sun,1,1,6,6.0,0,100.00%,6.0,1.6,0,0,0,0,0,0,0,0,0,1,30,16
444,Robert Tonyan,TE,GNB,1.0,SFO,3,3,Sun,1,1,6,6.0,0,100.00%,6.0,1.6,0,0,0,0,0,0,0,0,0,1,30,28
445,Tommy Tremble,TE,CAR,0.0,NWE,9,9,Sun,2,1,6,6.0,0,50.00%,3.0,1.6,0,0,0,0,0,0,0,0,0,0,6,24
446,Blake Bell,TE,KAN,0.0,CLE,1,1,Sun,1,1,3,3.0,0,100.00%,3.0,1.5,0,0,0,0,0,1,2,0,0,1,33,29
447,Ross Dwelley,TE,SFO,0.0,IND,6,7,Sun,2,1,5,5.0,0,50.00%,2.5,1.5,0,0,0,0,0,0,0,0,0,0,18,30
448,Noah Gray,TE,KAN,0.0,LAC,3,3,Sun,1,1,5,5.0,0,100.00%,5.0,1.5,0,0,0,0,0,0,0,0,0,0,24,30
449,Ryan Griffin,TE,NYJ,1.0,DEN,3,3,Sun,1,1,5,5.0,0,100.00%,5.0,1.5,0,0,0,0,0,0,0,0,0,0,0,26
450,Jacob Hollister,TE,JAX,1.0,CIN,4,4,Thu,1,1,5,5.0,0,100.00%,5.0,1.5,0,0,0,0,0,0,0,0,0,0,21,24
451,Luke Stocker,TE,MIN,1.0,BAL,8,9,Sun,1,1,5,5.0,0,100.00%,5.0,1.5,0,0,0,0,0,0,0,0,0,0,31,34
452,John Bates,TE,WAS,1.0,DEN,8,8,Sun,1,1,4,4.0,0,100.00%,4.0,1.4,0,0,0,0,0,0,0,0,0,0,10,17
453,Blake Bell,TE,KAN,0.0,BUF,5,5,Sun,1,1,4,4.0,0,100.00%,4.0,1.4,0,0,0,0,0,0,0,0,0,0,20,38
454,Josiah Deguara,TE,GNB,1.0,SFO,3,3,Sun,1,1,4,4.0,0,100.00%,4.0,1.4,0,0,0,0,0,0,0,0,0,1,30,28
455,Josiah Deguara,TE,GNB,1.0,CHI,6,6,Sun,1,1,4,4.0,0,100.00%,4.0,1.4,0,0,0,0,0,0,0,0,0,1,24,14
456,Jack Doyle,TE,IND,1.0,BAL,5,5,Mon,1,1,4,4.0,0,100.00%,4.0,1.4,0,0,0,0,0,0,0,0,0,0,25,31
457,Noah Gray,TE,KAN,1.0,TEN,7,7,Sun,1,1,4,4.0,0,100.00%,4.0,1.4,0,0,0,0,0,0,0,0,0,0,3,27
458,Ryan Griffin,TE,NYJ,1.0,ATL,5,5,Sun,2,1,4,4.0,0,50.00%,2.0,1.4,0,0,0,0,0,0,0,0,1,0,20,27
459,Austin Hooper,TE,CLE,0.0,ARI,6,6,Sun,3,1,4,4.0,0,33.30%,1.33,1.4,0,0,0,0,0,0,0,0,0,0,14,37
460,Jonnu Smith,TE,NWE,0.0,NOR,3,3,Sun,6,1,4,4.0,0,16.70%,0.67,1.4,0,0,0,0,0,0,0,0,0,0,13,28
461,Charlie Woerner,TE,SFO,1.0,ARI,5,5,Sun,1,1,4,4.0,0,100.00%,4.0,1.4,0,0,0,0,0,0,0,0,0,0,10,17
462,Harrison Bryant,TE,CLE,1.0,MIN,4,4,Sun,2,1,3,3.0,0,50.00%,1.5,1.3,0,0,0,0,0,0,0,0,0,1,14,7
463,Gerald Everett,TE,SEA,0.0,TEN,2,2,Sun,2,1,3,3.0,0,50.00%,1.5,1.3,0,0,0,0,0,0,0,0,0,0,30,33
464,Luke Farrell,TE,JAX,1.0,SEA,7,8,Sun,2,1,3,3.0,0,50.00%,1.5,1.3,0,0,0,0,0,0,0,0,0,0,7,31
465,Kylen Granson,TE,IND,1.0,MIA,4,4,Sun,2,1,3,3.0,0,50.00%,1.5,1.3,0,0,0,0,0,0,0,0,0,1,27,17
466,Tommy Hudson,TE,TEN,0.0,IND,3,3,Sun,2,1,3,3.0,0,50.00%,1.5,1.3,0,0,0,0,0,0,0,0,0,1,25,16
467,Eric Saubert,TE,DEN,1.0,CLE,7,7,Thu,1,1,3,3.0,0,100.00%,3.0,1.3,0,0,0,0,0,0,0,0,0,0,14,17
468,Adam Trautman,TE,NOR,0.0,NYG,4,4,Sun,1,1,3,3.0,0,100.00%,3.0,1.3,0,0,0,0,0,0,0,0,0,0,21,27
469,Gerald Everett,TE,SEA,0.0,JAX,8,8,Sun,2,1,7,7.0,0,50.00%,3.5,1.2,0,0,0,0,0,1,-5,0,0,1,31,7
470,Darren Fells,TE,DET,0.0,SFO,1,1,Sun,1,1,2,2.0,0,100.00%,2.0,1.2,0,0,0,0,0,0,0,0,0,0,33,41
471,Josh Oliver,TE,BAL,0.0,LAC,6,6,Sun,1,1,2,2.0,0,100.00%,2.0,1.2,0,0,0,0,0,0,0,0,1,1,34,6
472,Stephen Anderson,TE,LAC,1.0,WAS,1,1,Sun,2,1,1,1.0,0,50.00%,0.5,1.1,0,0,0,0,0,0,0,0,0,1,20,16
473,Colby Parkinson,TE,SEA,0.0,LAR,5,5,Thu,2,1,1,1.0,0,50.00%,0.5,1.1,0,0,0,0,0,0,0,0,0,0,17,26
474,Kevin Rader,TE,PIT,0.0,CHI,8,9,Mon,1,1,1,1.0,0,100.00%,1.0,1.1,0,0,0,0,0,0,0,0,0,1,29,27
475,Tommy Sweeney,TE,BUF,1.0,KAN,5,5,Sun,1,1,1,1.0,0,100.00%,1.0,1.1,0,0,0,0,0,0,0,0,0,1,38,20
476,Darrell Daniels,TE,ARI,1.0,SFO,9,9,Sun,2,1,0,0.0,0,50.00%,0.0,1.0,0,0,0,0,0,0,0,0,0,1,31,17
477,Kylen Granson,TE,IND,0.0,TEN,8,8,Sun,1,1,0,0.0,0,100.00%,0.0,1.0,0,0,0,0,0,0,0,0,0,0,31,34
478,Cole Kmet,TE,CHI,0.0,CIN,2,2,Sun,1,1,0,0.0,0,100.00%,0.0,1.0,0,0,0,0,0,0,0,0,0,1,20,17
479,Deon Yelder,TE,TAM,0.0,CHI,7,7,Sun,1,1,0,0.0,0,100.00%,0.0,1.0,0,0,0,0,0,0,0,0,0,1,38,3
480,Stephen Anderson,TE,LAC,1.0,BAL,6,6,Sun,2,1,-1,-1.0,0,50.00%,-0.5,0.9,0,0,0,0,0,0,0,0,0,0,6,34
481,Luke Farrell,TE,JAX,0.0,ARI,3,3,Sun,1,1,-1,-1.0,0,100.00%,-1.0,0.9,0,0,0,0,0,0,0,0,1,0,19,31
482,Marcedes Lewis,TE,GNB,1.0,KAN,9,9,Sun,1,1,-1,-1.0,0,100.00%,-1.0,0.9,0,0,0,0,0,0,0,0,0,0,7,13
483,Zach Gentry,TE,PIT,1.0,BUF,1,1,Sun,1,1,-2,-2.0,0,100.00%,-2.0,0.8,0,0,0,0,0,0,0,0,0,1,23,16
484,Jordan Akins,TE,HOU,1.0,BUF,4,4,Sun,1,1,4,4.0,0,100.00%,4.0,0.7,0,0,0,0,0,1,3,0,1,0,0,40
485,Jordan Akins,TE,HOU,0.0,JAX,1,1,Sun,2,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,37,21
486,Mo Alie-Cox,TE,IND,0.0,SEA,1,1,Sun,2,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,16,28
487,Mo Alie-Cox,TE,IND,0.0,TEN,8,8,Sun,4,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,31,34
488,Stephen Anderson,TE,LAC,0.0,CLE,5,5,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,47,42
489,Blake Bell,TE,KAN,0.0,NYG,8,8,Mon,2,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,20,17
490,Blake Bell,TE,KAN,0.0,GNB,9,9,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,13,7
491,Cameron Brate,TE,TAM,0.0,CHI,7,7,Sun,4,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,38,3
492,Pharaoh Brown,TE,HOU,1.0,CLE,2,2,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,21,31
493,Harrison Bryant,TE,CLE,0.0,CHI,3,3,Sun,2,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,26,6
494,Dominique Dafney,TE,GNB,1.0,KAN,9,9,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,7,13
495,Darrell Daniels,TE,ARI,1.0,CLE,6,6,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,37,14
496,Jack Doyle,TE,IND,0.0,HOU,6,6,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,31,3
497,Jack Doyle,TE,IND,1.0,SFO,7,7,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,30,18
498,Eric Ebron,TE,PIT,0.0,LVR,2,2,Sun,2,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,17,26
499,Eric Ebron,TE,PIT,0.0,CIN,3,3,Sun,3,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,10,24
500,Ben Ellefson,TE,MIN,0.0,DET,5,5,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,19,17
501,Luke Farrell,TE,JAX,0.0,BUF,8,9,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,9,6
502,Mike Gesicki,TE,MIA,1.0,NWE,1,1,Sun,3,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,17,16
503,Jimmy Graham,TE,CHI,1.0,CLE,3,3,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,6,26
504,Kylen Granson,TE,IND,1.0,SFO,7,7,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,30,18
505,Noah Gray,TE,KAN,1.0,PHI,4,4,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,42,30
506,Rob Gronkowski,TE,TAM,1.0,NOR,8,8,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,27,36
507,Demetrius Harris,TE,ARI,1.0,TEN,1,1,Sun,3,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,38,13
508,Chris Herndon,TE,MIN,1.0,CIN,1,1,Sun,2,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,24,27
509,Parker Hesse,TE,ATL,1.0,TAM,2,2,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,25,48
510,Jacob Hollister,TE,JAX,0.0,MIA,6,6,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,23,20
511,Jesper Horsted,TE,CHI,1.0,TAM,7,7,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,3,38
512,O.J. Howard,TE,TAM,1.0,NWE,4,4,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,19,17
513,Hayden Hurst,TE,ATL,1.0,NYG,3,3,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,17,14
514,Blake Jarwin,TE,DAL,1.0,MIN,7,8,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,20,16
515,Juwan Johnson,TE,NOR,1.0,NWE,3,3,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,28,13
516,Juwan Johnson,TE,NOR,1.0,WAS,5,5,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,33,22
517,Juwan Johnson,TE,NOR,0.0,TAM,7,8,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,36,27
518,Tyler Kroft,TE,NYJ,0.0,TEN,4,4,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,27,24
519,Marcedes Lewis,TE,GNB,1.0,ARI,8,8,Thu,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,24,21
520,Hunter Long,TE,MIA,1.0,JAX,6,6,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,20,23
521,Chris Manhertz,TE,JAX,0.0,DEN,2,2,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,13,23
522,Codey McElroy,TE,TAM,1.0,NWE,4,4,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,19,17
523,Sean McKeon,TE,DAL,0.0,DEN,8,9,Sun,2,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,16,30
524,Josh Oliver,TE,BAL,1.0,LVR,1,1,Mon,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,27,33
525,Josh Oliver,TE,BAL,1.0,DEN,4,4,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,23,7
526,Donald Parham,TE,LAC,1.0,WAS,1,1,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,20,16
527,Drew Sample,TE,CIN,1.0,DET,6,6,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,34,11
528,Adam Shaheen,TE,MIA,0.0,IND,4,4,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,17,27
529,Durham Smythe,TE,MIA,1.0,LVR,3,3,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,28,31
530,Geoff Swaim,TE,TEN,0.0,ARI,1,1,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,13,38
531,Geoff Swaim,TE,TEN,1.0,NYJ,4,4,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,24,27
532,Geoff Swaim,TE,TEN,1.0,JAX,5,5,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,37,19
533,Ian Thomas,TE,CAR,1.0,NYG,7,7,Sun,2,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,3,25
534,Colin Thompson,TE,CAR,1.0,NYG,7,7,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,3,25
535,Adam Trautman,TE,NOR,1.0,NWE,3,3,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,28,13
536,Tommy Tremble,TE,CAR,1.0,DAL,4,4,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,28,36
537,C.J. Uzomah,TE,CIN,1.0,PIT,3,3,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,24,10
538,Trevon Wesco,TE,NYJ,0.0,TEN,4,4,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,27,24
539,Trevon Wesco,TE,NYJ,1.0,NWE,6,7,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,13,54
540,Maxx Williams,TE,ARI,1.0,TEN,1,1,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,38,13
